Companyname,diASXcode,industry group name,sector name,listing date,registry address,phone number,principal activities,market cap,number of shares,bid price,website,roles,full name
ENVIRONMENTAL GROUP LIMITED (THE),EGL,Capital Goods,Industrials,1981-02-12T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,(03) 9763 6711,Supply of turnkey gas and vapour emission control systems inlet and exhaust systems for gas turbines and engineering services to a wide variety of industries.,18570127,215931711,0.088,http://www.environmental.com.au,CFO,Mr Andrew Bush
ENVIRONMENTAL GROUP LIMITED (THE),EGL,Capital Goods,Industrials,1981-02-12T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,(03) 9763 6711,Supply of turnkey gas and vapour emission control systems inlet and exhaust systems for gas turbines and engineering services to a wide variety of industries.,18570127,215931711,0.088,http://www.environmental.com.au,Company Secretary,Mr Andrew Bush
ENVIRONMENTAL GROUP LIMITED (THE),EGL,Capital Goods,Industrials,1981-02-12T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,(03) 9763 6711,Supply of turnkey gas and vapour emission control systems inlet and exhaust systems for gas turbines and engineering services to a wide variety of industries.,18570127,215931711,0.088,http://www.environmental.com.au
DESANE GROUP HOLDINGS LIMITED,DGH,Real Estate,Real Estate,1987-09-04T00:00:00+1000,LEVEL 5 115 GRENFELL STREET ADELAIDE SA AUSTRALIA 5000,(02) 9555 9922,Property investment Property project management and resale and Building contracting.,49463897,37190900,1.2,http://www.desane.com.au,Non Exec. Chairman,Prof. John Blair Sheehan
DESANE GROUP HOLDINGS LIMITED,DGH,Real Estate,Real Estate,1987-09-04T00:00:00+1000,LEVEL 5 115 GRENFELL STREET ADELAIDE SA AUSTRALIA 5000,(02) 9555 9922,Property investment Property project management and resale and Building contracting.,49463897,37190900,1.2,http://www.desane.com.au,Managing Director,Mr Felice Montrone
DESANE GROUP HOLDINGS LIMITED,DGH,Real Estate,Real Estate,1987-09-04T00:00:00+1000,LEVEL 5 115 GRENFELL STREET ADELAIDE SA AUSTRALIA 5000,(02) 9555 9922,Property investment Property project management and resale and Building contracting.,49463897,37190900,1.2,http://www.desane.com.au,Non Exec. Director,Mr John W Bartholomew
DESANE GROUP HOLDINGS LIMITED,DGH,Real Estate,Real Estate,1987-09-04T00:00:00+1000,LEVEL 5 115 GRENFELL STREET ADELAIDE SA AUSTRALIA 5000,(02) 9555 9922,Property investment Property project management and resale and Building contracting.,49463897,37190900,1.2,http://www.desane.com.au,CFO,Mr Jack Sciara
DESANE GROUP HOLDINGS LIMITED,DGH,Real Estate,Real Estate,1987-09-04T00:00:00+1000,LEVEL 5 115 GRENFELL STREET ADELAIDE SA AUSTRALIA 5000,(02) 9555 9922,Property investment Property project management and resale and Building contracting.,49463897,37190900,1.2,http://www.desane.com.au,Company Secretary,Mr John W Bartholomew
DESANE GROUP HOLDINGS LIMITED,DGH,Real Estate,Real Estate,1987-09-04T00:00:00+1000,LEVEL 5 115 GRENFELL STREET ADELAIDE SA AUSTRALIA 5000,(02) 9555 9922,Property investment Property project management and resale and Building contracting.,49463897,37190900,1.2,http://www.desane.com.au
DEXUS,DXS,Real Estate,Real Estate,2004-10-06T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9017 1100,Australian Real Estate Investment Trust,10550485101,1017404542,10.35,http://www.dexus.com,Chairman;Independent Director,Mr W Richard Sheppard
DEXUS,DXS,Real Estate,Real Estate,2004-10-06T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9017 1100,Australian Real Estate Investment Trust,10550485101,1017404542,10.35,http://www.dexus.com,CEO;Executive Director,Mr Darren J Steinberg
DEXUS,DXS,Real Estate,Real Estate,2004-10-06T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9017 1100,Australian Real Estate Investment Trust,10550485101,1017404542,10.35,http://www.dexus.com,Independent Director,Ms Penny Bingham-Hall
DEXUS,DXS,Real Estate,Real Estate,2004-10-06T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9017 1100,Australian Real Estate Investment Trust,10550485101,1017404542,10.35,http://www.dexus.com,Independent Director,Mr John C Conde
DEXUS,DXS,Real Estate,Real Estate,2004-10-06T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9017 1100,Australian Real Estate Investment Trust,10550485101,1017404542,10.35,http://www.dexus.com,Independent Director,Mrs Tonianne Dwyer
DEXUS,DXS,Real Estate,Real Estate,2004-10-06T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9017 1100,Australian Real Estate Investment Trust,10550485101,1017404542,10.35,http://www.dexus.com,Independent Director,Mr Mark Ford
DEXUS,DXS,Real Estate,Real Estate,2004-10-06T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9017 1100,Australian Real Estate Investment Trust,10550485101,1017404542,10.35,http://www.dexus.com,Independent Director,The Hon Nicola Roxon
DEXUS,DXS,Real Estate,Real Estate,2004-10-06T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9017 1100,Australian Real Estate Investment Trust,10550485101,1017404542,10.35,http://www.dexus.com,Independent Director,Mr Peter B St George
DEXUS,DXS,Real Estate,Real Estate,2004-10-06T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9017 1100,Australian Real Estate Investment Trust,10550485101,1017404542,10.35,http://www.dexus.com,General Counsel,Mr Brett Cameron
DEXUS,DXS,Real Estate,Real Estate,2004-10-06T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9017 1100,Australian Real Estate Investment Trust,10550485101,1017404542,10.35,http://www.dexus.com,Investor Relations,Mr David Yates
DEXUS,DXS,Real Estate,Real Estate,2004-10-06T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9017 1100,Australian Real Estate Investment Trust,10550485101,1017404542,10.35,http://www.dexus.com,Administrator,Mrs Renee Louise O'Connor
DEXUS,DXS,Real Estate,Real Estate,2004-10-06T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9017 1100,Australian Real Estate Investment Trust,10550485101,1017404542,10.35,http://www.dexus.com,Company Secretary,Ms Rachel Caralis
DEXUS,DXS,Real Estate,Real Estate,2004-10-06T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9017 1100,Australian Real Estate Investment Trust,10550485101,1017404542,10.35,http://www.dexus.com,Company Secretary,Mr Brett Cameron
DEXUS,DXS,Real Estate,Real Estate,2004-10-06T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9017 1100,Australian Real Estate Investment Trust,10550485101,1017404542,10.35,http://www.dexus.com
PENTAL LIMITED,PTL,Household & Personal Products,Consumer Staples,2000-08-29T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,03 9251 2311,Manufactures and distributes: personal hygiene products such as soaps bath and shower gels; oral care products; cleaning products for the laundry and kitchen,67444063,136250633,0.495,http://www.pental.com.au,Chairman;Non Exec. Director,Mr Peter Robinson
PENTAL LIMITED,PTL,Household & Personal Products,Consumer Staples,2000-08-29T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,03 9251 2311,Manufactures and distributes: personal hygiene products such as soaps bath and shower gels; oral care products; cleaning products for the laundry and kitchen,67444063,136250633,0.495,http://www.pental.com.au,CEO,Mr Charlie McLeish
PENTAL LIMITED,PTL,Household & Personal Products,Consumer Staples,2000-08-29T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,03 9251 2311,Manufactures and distributes: personal hygiene products such as soaps bath and shower gels; oral care products; cleaning products for the laundry and kitchen,67444063,136250633,0.495,http://www.pental.com.au,Non Exec. Director,Mr Alan Johnstone
PENTAL LIMITED,PTL,Household & Personal Products,Consumer Staples,2000-08-29T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,03 9251 2311,Manufactures and distributes: personal hygiene products such as soaps bath and shower gels; oral care products; cleaning products for the laundry and kitchen,67444063,136250633,0.495,http://www.pental.com.au,Non Exec. Director,Mr John Rishworth
PENTAL LIMITED,PTL,Household & Personal Products,Consumer Staples,2000-08-29T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,03 9251 2311,Manufactures and distributes: personal hygiene products such as soaps bath and shower gels; oral care products; cleaning products for the laundry and kitchen,67444063,136250633,0.495,http://www.pental.com.au,Independent Director,Mr John Etherington
PENTAL LIMITED,PTL,Household & Personal Products,Consumer Staples,2000-08-29T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,03 9251 2311,Manufactures and distributes: personal hygiene products such as soaps bath and shower gels; oral care products; cleaning products for the laundry and kitchen,67444063,136250633,0.495,http://www.pental.com.au,Independent Director,Mr Mel Sutton
PENTAL LIMITED,PTL,Household & Personal Products,Consumer Staples,2000-08-29T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,03 9251 2311,Manufactures and distributes: personal hygiene products such as soaps bath and shower gels; oral care products; cleaning products for the laundry and kitchen,67444063,136250633,0.495,http://www.pental.com.au,CFO,Mr Albert Zago
PENTAL LIMITED,PTL,Household & Personal Products,Consumer Staples,2000-08-29T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,03 9251 2311,Manufactures and distributes: personal hygiene products such as soaps bath and shower gels; oral care products; cleaning products for the laundry and kitchen,67444063,136250633,0.495,http://www.pental.com.au,Company Secretary,Mr Oliver Carton
PENTAL LIMITED,PTL,Household & Personal Products,Consumer Staples,2000-08-29T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,03 9251 2311,Manufactures and distributes: personal hygiene products such as soaps bath and shower gels; oral care products; cleaning products for the laundry and kitchen,67444063,136250633,0.495,http://www.pental.com.au
APN PROPERTY GROUP LIMITED,APD,Diversified Financials,Financials,2005-06-23T00:00:00+1000,LEVEL 1 333 COLLINS STREET MELBOURNE VIC AUSTRALIA 3000,(03) 8656 1000,Integrated property business that specialises in the management of property funds.,142752979,313742812,0.45,http://www.apngroup.com.au,Executive Chairman,Mr Chris Aylward
APN PROPERTY GROUP LIMITED,APD,Diversified Financials,Financials,2005-06-23T00:00:00+1000,LEVEL 1 333 COLLINS STREET MELBOURNE VIC AUSTRALIA 3000,(03) 8656 1000,Integrated property business that specialises in the management of property funds.,142752979,313742812,0.45,http://www.apngroup.com.au,Executive Director,Mr Tim Slattery
APN PROPERTY GROUP LIMITED,APD,Diversified Financials,Financials,2005-06-23T00:00:00+1000,LEVEL 1 333 COLLINS STREET MELBOURNE VIC AUSTRALIA 3000,(03) 8656 1000,Integrated property business that specialises in the management of property funds.,142752979,313742812,0.45,http://www.apngroup.com.au,Non Exec. Director,Mr Howard Brenchley
APN PROPERTY GROUP LIMITED,APD,Diversified Financials,Financials,2005-06-23T00:00:00+1000,LEVEL 1 333 COLLINS STREET MELBOURNE VIC AUSTRALIA 3000,(03) 8656 1000,Integrated property business that specialises in the management of property funds.,142752979,313742812,0.45,http://www.apngroup.com.au,Independent Director,Mr Clive Appleton
APN PROPERTY GROUP LIMITED,APD,Diversified Financials,Financials,2005-06-23T00:00:00+1000,LEVEL 1 333 COLLINS STREET MELBOURNE VIC AUSTRALIA 3000,(03) 8656 1000,Integrated property business that specialises in the management of property funds.,142752979,313742812,0.45,http://www.apngroup.com.au,Independent Director,Mr Anthony Young
APN PROPERTY GROUP LIMITED,APD,Diversified Financials,Financials,2005-06-23T00:00:00+1000,LEVEL 1 333 COLLINS STREET MELBOURNE VIC AUSTRALIA 3000,(03) 8656 1000,Integrated property business that specialises in the management of property funds.,142752979,313742812,0.45,http://www.apngroup.com.au,Company Secretary,Ms Chantal Churchill
APN PROPERTY GROUP LIMITED,APD,Diversified Financials,Financials,2005-06-23T00:00:00+1000,LEVEL 1 333 COLLINS STREET MELBOURNE VIC AUSTRALIA 3000,(03) 8656 1000,Integrated property business that specialises in the management of property funds.,142752979,313742812,0.45,http://www.apngroup.com.au
FORTESCUE METALS GROUP LTD,FMG,Materials,Metals & Mining,1987-03-19T00:00:00+1000,LEVEL 4 CENTRAL PARK 152 ST GEORGES TERRACE PERTH WA AUSTRALIA 6000,+61 8 6218 8888,Mining processing and transporting of iron ore for export from the Company's deposits within the Pilbara region of Western Australia,14230057550,3113798151,4.55,http://www.fmgl.com.au,Non Exec. Chairman,Mr Andrew Forrest
FORTESCUE METALS GROUP LTD,FMG,Materials,Metals & Mining,1987-03-19T00:00:00+1000,LEVEL 4 CENTRAL PARK 152 ST GEORGES TERRACE PERTH WA AUSTRALIA 6000,+61 8 6218 8888,Mining processing and transporting of iron ore for export from the Company's deposits within the Pilbara region of Western Australia,14230057550,3113798151,4.55,http://www.fmgl.com.au,CEO;Executive Director,Mr Neville Power
FORTESCUE METALS GROUP LTD,FMG,Materials,Metals & Mining,1987-03-19T00:00:00+1000,LEVEL 4 CENTRAL PARK 152 ST GEORGES TERRACE PERTH WA AUSTRALIA 6000,+61 8 6218 8888,Mining processing and transporting of iron ore for export from the Company's deposits within the Pilbara region of Western Australia,14230057550,3113798151,4.55,http://www.fmgl.com.au,Executive Director;CFO,Ms Elizabeth Anne Gaines
FORTESCUE METALS GROUP LTD,FMG,Materials,Metals & Mining,1987-03-19T00:00:00+1000,LEVEL 4 CENTRAL PARK 152 ST GEORGES TERRACE PERTH WA AUSTRALIA 6000,+61 8 6218 8888,Mining processing and transporting of iron ore for export from the Company's deposits within the Pilbara region of Western Australia,14230057550,3113798151,4.55,http://www.fmgl.com.au,Non Exec. Director;Independent Director,Dr Jean Baderschneider
FORTESCUE METALS GROUP LTD,FMG,Materials,Metals & Mining,1987-03-19T00:00:00+1000,LEVEL 4 CENTRAL PARK 152 ST GEORGES TERRACE PERTH WA AUSTRALIA 6000,+61 8 6218 8888,Mining processing and transporting of iron ore for export from the Company's deposits within the Pilbara region of Western Australia,14230057550,3113798151,4.55,http://www.fmgl.com.au,Non Exec. Director;Independent Director,Mr Mark Barnaba
FORTESCUE METALS GROUP LTD,FMG,Materials,Metals & Mining,1987-03-19T00:00:00+1000,LEVEL 4 CENTRAL PARK 152 ST GEORGES TERRACE PERTH WA AUSTRALIA 6000,+61 8 6218 8888,Mining processing and transporting of iron ore for export from the Company's deposits within the Pilbara region of Western Australia,14230057550,3113798151,4.55,http://www.fmgl.com.au,Non Exec. Director,Mrs Penelope Bingham-Hall
FORTESCUE METALS GROUP LTD,FMG,Materials,Metals & Mining,1987-03-19T00:00:00+1000,LEVEL 4 CENTRAL PARK 152 ST GEORGES TERRACE PERTH WA AUSTRALIA 6000,+61 8 6218 8888,Mining processing and transporting of iron ore for export from the Company's deposits within the Pilbara region of Western Australia,14230057550,3113798151,4.55,http://www.fmgl.com.au,Non Exec. Director,Mr Cao Huiquan
FORTESCUE METALS GROUP LTD,FMG,Materials,Metals & Mining,1987-03-19T00:00:00+1000,LEVEL 4 CENTRAL PARK 152 ST GEORGES TERRACE PERTH WA AUSTRALIA 6000,+61 8 6218 8888,Mining processing and transporting of iron ore for export from the Company's deposits within the Pilbara region of Western Australia,14230057550,3113798151,4.55,http://www.fmgl.com.au,Non Exec. Director,Ms Jennifer Morris
FORTESCUE METALS GROUP LTD,FMG,Materials,Metals & Mining,1987-03-19T00:00:00+1000,LEVEL 4 CENTRAL PARK 152 ST GEORGES TERRACE PERTH WA AUSTRALIA 6000,+61 8 6218 8888,Mining processing and transporting of iron ore for export from the Company's deposits within the Pilbara region of Western Australia,14230057550,3113798151,4.55,http://www.fmgl.com.au,Non Exec. Director;Independent Director,Ms Sharon Warburton
FORTESCUE METALS GROUP LTD,FMG,Materials,Metals & Mining,1987-03-19T00:00:00+1000,LEVEL 4 CENTRAL PARK 152 ST GEORGES TERRACE PERTH WA AUSTRALIA 6000,+61 8 6218 8888,Mining processing and transporting of iron ore for export from the Company's deposits within the Pilbara region of Western Australia,14230057550,3113798151,4.55,http://www.fmgl.com.au,Investor Relations,Mr Stuart Gale
FORTESCUE METALS GROUP LTD,FMG,Materials,Metals & Mining,1987-03-19T00:00:00+1000,LEVEL 4 CENTRAL PARK 152 ST GEORGES TERRACE PERTH WA AUSTRALIA 6000,+61 8 6218 8888,Mining processing and transporting of iron ore for export from the Company's deposits within the Pilbara region of Western Australia,14230057550,3113798151,4.55,http://www.fmgl.com.au,Company Secretary,Ms Alison Terry
FORTESCUE METALS GROUP LTD,FMG,Materials,Metals & Mining,1987-03-19T00:00:00+1000,LEVEL 4 CENTRAL PARK 152 ST GEORGES TERRACE PERTH WA AUSTRALIA 6000,+61 8 6218 8888,Mining processing and transporting of iron ore for export from the Company's deposits within the Pilbara region of Western Australia,14230057550,3113798151,4.55,http://www.fmgl.com.au
APA GROUP,APA,Utilities,Utilities,2000-06-13T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9693 0000,APA Group is Australia's largest natural gas infrastructure business,10441060048,1114307369,8.85,http://www.apa.com.au,Non Exec. Chairman;Independent Director,Mr Michael Fraser
APA GROUP,APA,Utilities,Utilities,2000-06-13T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9693 0000,APA Group is Australia's largest natural gas infrastructure business,10441060048,1114307369,8.85,http://www.apa.com.au,Managing Director;CEO,Mr Michael Joseph McCormack
APA GROUP,APA,Utilities,Utilities,2000-06-13T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9693 0000,APA Group is Australia's largest natural gas infrastructure business,10441060048,1114307369,8.85,http://www.apa.com.au,Non Exec. Director;Independent Director,Mr Steven Crane
APA GROUP,APA,Utilities,Utilities,2000-06-13T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9693 0000,APA Group is Australia's largest natural gas infrastructure business,10441060048,1114307369,8.85,http://www.apa.com.au,Non Exec. Director;Independent Director,Mr John Allister Fletcher
APA GROUP,APA,Utilities,Utilities,2000-06-13T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9693 0000,APA Group is Australia's largest natural gas infrastructure business,10441060048,1114307369,8.85,http://www.apa.com.au,Non Exec. Director;Independent Director,Ms Debra Goodin
APA GROUP,APA,Utilities,Utilities,2000-06-13T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9693 0000,APA Group is Australia's largest natural gas infrastructure business,10441060048,1114307369,8.85,http://www.apa.com.au,Non Exec. Director;Independent Director,Mr Russell A Higgins
APA GROUP,APA,Utilities,Utilities,2000-06-13T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9693 0000,APA Group is Australia's largest natural gas infrastructure business,10441060048,1114307369,8.85,http://www.apa.com.au,Non Exec. Director;Independent Director,Ms Patricia McKenzie
APA GROUP,APA,Utilities,Utilities,2000-06-13T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9693 0000,APA Group is Australia's largest natural gas infrastructure business,10441060048,1114307369,8.85,http://www.apa.com.au,CFO,Mr Peter Fredricson
APA GROUP,APA,Utilities,Utilities,2000-06-13T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9693 0000,APA Group is Australia's largest natural gas infrastructure business,10441060048,1114307369,8.85,http://www.apa.com.au,Investor Relations,Ms Jennifer Blake
APA GROUP,APA,Utilities,Utilities,2000-06-13T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9693 0000,APA Group is Australia's largest natural gas infrastructure business,10441060048,1114307369,8.85,http://www.apa.com.au,Company Secretary,Ms Nevenka Codevelle
APA GROUP,APA,Utilities,Utilities,2000-06-13T00:00:00+1000,LEVEL 12 680 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,02 9693 0000,APA Group is Australia's largest natural gas infrastructure business,10441060048,1114307369,8.85,http://www.apa.com.au
ENHANCED OIL & GAS RECOVERY LIMITED,EOR,Software & Services,Information Technology,2006-04-20T00:00:00+1000,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,+61 2 8016 2875,Cloud based recruitment software.,-1,151442681,0,http://www.1-Page.com,Non Exec. Director,Mr Andrew Chapman
ENHANCED OIL & GAS RECOVERY LIMITED,EOR,Software & Services,Information Technology,2006-04-20T00:00:00+1000,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,+61 2 8016 2875,Cloud based recruitment software.,-1,151442681,0,http://www.1-Page.com,Non Exec. Director,Mr Tod McGrouther
ENHANCED OIL & GAS RECOVERY LIMITED,EOR,Software & Services,Information Technology,2006-04-20T00:00:00+1000,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,+61 2 8016 2875,Cloud based recruitment software.,-1,151442681,0,http://www.1-Page.com,Non Exec. Director,Mr Chris Mews
ENHANCED OIL & GAS RECOVERY LIMITED,EOR,Software & Services,Information Technology,2006-04-20T00:00:00+1000,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,+61 2 8016 2875,Cloud based recruitment software.,-1,151442681,0,http://www.1-Page.com,Company Secretary,Mr Arron Canicais
ENHANCED OIL & GAS RECOVERY LIMITED,EOR,Software & Services,Information Technology,2006-04-20T00:00:00+1000,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,+61 2 8016 2875,Cloud based recruitment software.,-1,151442681,0,http://www.1-Page.com
CAPITOL HEALTH LIMITED,CAJ,Health Care Equipment & Services,Health Care,2006-06-09T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 3 9348 3333,Medical diagnostic imaging,224687850,802456607,0.275,http://www.capitolhealth.com.au,Chairman,Mr Andrew Demetriou
CAPITOL HEALTH LIMITED,CAJ,Health Care Equipment & Services,Health Care,2006-06-09T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 3 9348 3333,Medical diagnostic imaging,224687850,802456607,0.275,http://www.capitolhealth.com.au,Managing Director,Mr Andrew Harrison
CAPITOL HEALTH LIMITED,CAJ,Health Care Equipment & Services,Health Care,2006-06-09T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 3 9348 3333,Medical diagnostic imaging,224687850,802456607,0.275,http://www.capitolhealth.com.au,Non Exec. Director,Mr Richard John Loveridge
CAPITOL HEALTH LIMITED,CAJ,Health Care Equipment & Services,Health Care,2006-06-09T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 3 9348 3333,Medical diagnostic imaging,224687850,802456607,0.275,http://www.capitolhealth.com.au,Non Exec. Director,Ms Nicole Sheffield
CAPITOL HEALTH LIMITED,CAJ,Health Care Equipment & Services,Health Care,2006-06-09T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 3 9348 3333,Medical diagnostic imaging,224687850,802456607,0.275,http://www.capitolhealth.com.au,Company Secretary,Ms Melanie Jaye Leydin
CAPITOL HEALTH LIMITED,CAJ,Health Care Equipment & Services,Health Care,2006-06-09T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 3 9348 3333,Medical diagnostic imaging,224687850,802456607,0.275,http://www.capitolhealth.com.au
BASS METALS LTD,BSM,Materials,Metals & Mining,2005-10-20T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 7 3221 0783,Mineral Exploration.,35414544,2213409028,0.016,http://www.bassmetals.com.au,Non Exec. Chairman;Director,Mr Richard Stacy Anthon
BASS METALS LTD,BSM,Materials,Metals & Mining,2005-10-20T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 7 3221 0783,Mineral Exploration.,35414544,2213409028,0.016,http://www.bassmetals.com.au,CEO,Mr Tim McManus
BASS METALS LTD,BSM,Materials,Metals & Mining,2005-10-20T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 7 3221 0783,Mineral Exploration.,35414544,2213409028,0.016,http://www.bassmetals.com.au,Director,Mr Jeffrey Marvin
BASS METALS LTD,BSM,Materials,Metals & Mining,2005-10-20T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 7 3221 0783,Mineral Exploration.,35414544,2213409028,0.016,http://www.bassmetals.com.au,Non Exec. Director,Mr David Premraj
BASS METALS LTD,BSM,Materials,Metals & Mining,2005-10-20T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 7 3221 0783,Mineral Exploration.,35414544,2213409028,0.016,http://www.bassmetals.com.au,CFO,Mr David Round
BASS METALS LTD,BSM,Materials,Metals & Mining,2005-10-20T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 7 3221 0783,Mineral Exploration.,35414544,2213409028,0.016,http://www.bassmetals.com.au,Company Secretary,Mr David Round
BASS METALS LTD,BSM,Materials,Metals & Mining,2005-10-20T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 7 3221 0783,Mineral Exploration.,35414544,2213409028,0.016,http://www.bassmetals.com.au
NEUROTECH INTERNATIONAL LIMITED,NTI,Health Care Equipment & Services,Health Care,2016-11-04T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,08 9321 5922,Development of wearable neurotechnology devices to assist with neurologicalconditions such as autism.,21783552,108917760,0.2,http://www.neurotechinternational.com.au,Chairman,Mr Peter Edmund O'Connor
NEUROTECH INTERNATIONAL LIMITED,NTI,Health Care Equipment & Services,Health Care,2016-11-04T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,08 9321 5922,Development of wearable neurotechnology devices to assist with neurologicalconditions such as autism.,21783552,108917760,0.2,http://www.neurotechinternational.com.au,Deputy Chairman;Non Exec. Director,Mr Peter James Lawrence Griffiths
NEUROTECH INTERNATIONAL LIMITED,NTI,Health Care Equipment & Services,Health Care,2016-11-04T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,08 9321 5922,Development of wearable neurotechnology devices to assist with neurologicalconditions such as autism.,21783552,108917760,0.2,http://www.neurotechinternational.com.au,CEO,Mr Wolfgang Johannes Storf
NEUROTECH INTERNATIONAL LIMITED,NTI,Health Care Equipment & Services,Health Care,2016-11-04T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,08 9321 5922,Development of wearable neurotechnology devices to assist with neurologicalconditions such as autism.,21783552,108917760,0.2,http://www.neurotechinternational.com.au,Non Exec. Director,Ms Cheryl Rui Ting Tan
